model_name,horizon_hours,split,metric,estimate,confidence_level,ci_lower,ci_upper,block_size,iterations
random_forest_classifier_tuned,1,test,f1,0.26788990825688075,0.95,0.20579823994063431,0.32754449388209117,24,1000
random_forest_classifier_tuned,3,test,f1,0.23097826086956522,0.95,0.15877622617360698,0.29977166276346606,24,1000
random_forest_classifier_tuned,6,test,f1,0.15855354659248957,0.95,0.09351787742738141,0.22833754161989017,24,1000
random_forest_classifier_tuned,12,test,f1,0.12023121387283237,0.95,0.06779014807429563,0.17565010975879045,24,1000
random_forest_classifier_tuned,24,test,f1,0.12837837837837837,0.95,0.07705454758624734,0.18266290436605642,24,1000
