reference_time,window_hours,row_count,coverage_rate,minimum,mean,median,q1,q3,iqr,iqr_threshold,maximum
2025-09-30 00:00:00+00:00,168,168,1.0000,0.0000,40.3215,0.6750,0.0000,8.4675,8.4675,21.1687,932.1000
2025-09-30 00:00:00+00:00,336,336,1.0000,0.0000,57.8476,8.3150,0.0000,17.6525,17.6525,44.1312,984.3300
2025-09-30 00:00:00+00:00,720,720,1.0000,0.0000,72.9447,17.6200,6.9050,39.4750,32.5700,88.3300,999.9900
2025-10-31 00:00:00+00:00,72,72,1.0000,0.0000,29.3797,10.3500,0.0000,26.7600,26.7600,66.9000,372.9100
2025-10-31 00:00:00+00:00,168,168,1.0000,0.0000,18.7072,8.6150,0.0000,20.5275,20.5275,51.3187,372.9100
2025-10-31 00:00:00+00:00,336,336,1.0000,0.0000,18.6161,12.6700,0.0000,22.1475,22.1475,55.3687,372.9100
2025-10-31 00:00:00+00:00,720,720,1.0000,0.0000,32.2326,17.0400,5.5925,28.4100,22.8175,62.6363,946.1400
2025-11-30 00:00:00+00:00,72,72,1.0000,18.8400,57.0938,39.7150,32.4325,63.4975,31.0650,110.0950,277.3700
2025-11-30 00:00:00+00:00,168,168,1.0000,15.6600,50.3190,40.9900,33.4375,60.4800,27.0425,101.0438,277.3700
2025-11-30 00:00:00+00:00,336,336,1.0000,10.0000,53.1007,37.4850,23.2300,52.9850,29.7550,97.6175,777.0200
2025-11-30 00:00:00+00:00,720,720,1.0000,0.0000,57.9349,30.0650,16.6200,50.7050,34.0850,101.8325,992.8500
2025-12-31 00:00:00+00:00,72,72,1.0000,8.5400,23.5104,21.4200,18.4925,25.7450,7.2525,36.6238,51.1100
2025-12-31 00:00:00+00:00,168,168,1.0000,8.5400,36.1149,35.6200,20.9500,47.9025,26.9525,88.3313,120.4400
2025-12-31 00:00:00+00:00,336,336,1.0000,0.0000,46.0018,29.3550,19.8475,46.2175,26.3700,85.7725,973.6700
2025-12-31 00:00:00+00:00,720,720,1.0000,0.0000,39.7803,32.5500,19.8775,45.5775,25.7000,84.1275,973.6700
2026-01-31 00:00:00+00:00,72,72,1.0000,0.0000,32.1418,28.3200,16.4550,33.9875,17.5325,60.2862,122.5900
2026-01-31 00:00:00+00:00,168,168,1.0000,0.0000,38.0226,30.2450,19.0375,44.2500,25.2125,82.0687,200.0000
2026-01-31 00:00:00+00:00,336,336,1.0000,0.0000,33.8443,27.5150,16.7100,41.0125,24.3025,77.4663,238.0600
2026-01-31 00:00:00+00:00,720,720,1.0000,0.0000,40.3020,21.8700,10.7800,40.3050,29.5250,84.5925,858.4400
2026-02-28 00:00:00+00:00,72,72,1.0000,0.0000,9.6785,4.9750,0.0000,16.2900,16.2900,40.7250,36.2600
2026-02-28 00:00:00+00:00,168,168,1.0000,0.0000,20.0702,15.3650,6.3925,25.4475,19.0550,54.0300,101.0000
2026-02-28 00:00:00+00:00,336,336,1.0000,0.0000,23.4026,16.7700,11.2725,27.9225,16.6500,52.8975,399.2100
2026-02-28 00:00:00+00:00,720,720,1.0000,0.0000,20.8378,15.8850,10.4325,26.1575,15.7250,49.7450,399.2100
2026-03-31 00:00:00+00:00,72,72,1.0000,0.0000,35.3483,30.1750,17.4250,39.3825,21.9575,72.3187,94.0000
2026-03-31 00:00:00+00:00,168,168,1.0000,0.0000,55.2208,29.8350,16.2200,45.6625,29.4425,89.8262,948.6300
2026-03-31 00:00:00+00:00,336,336,1.0000,0.0000,36.3160,18.4150,9.4700,32.2100,22.7400,66.3200,948.6300
2026-03-31 00:00:00+00:00,720,720,1.0000,0.0000,33.3433,19.8400,10.2525,32.6575,22.4050,66.2650,948.6300
2026-04-30 00:00:00+00:00,72,72,1.0000,9.8200,23.9617,21.1950,13.5650,27.2200,13.6550,47.7025,109.1200
2026-04-30 00:00:00+00:00,168,168,1.0000,0.0000,16.5161,14.5350,7.0025,24.3775,17.3750,50.4400,109.1200
2026-04-30 00:00:00+00:00,336,336,1.0000,0.0000,29.3973,14.5050,7.7550,23.4500,15.6950,46.9925,833.5100
2026-04-30 00:00:00+00:00,720,720,1.0000,0.0000,26.7496,13.9100,8.3525,23.7200,15.3675,46.7712,833.5100
2026-05-31 00:00:00+00:00,72,72,1.0000,0.0000,201.8618,22.5450,11.6675,90.1000,78.4325,207.7487,999.9900
2026-05-31 00:00:00+00:00,168,168,1.0000,0.0000,124.4412,19.8250,9.6250,40.2675,30.6425,86.2312,999.9900
2026-05-31 00:00:00+00:00,336,336,1.0000,0.0000,71.7317,18.5700,10.3500,30.9150,20.5650,61.7625,999.9900
2026-05-31 00:00:00+00:00,720,720,1.0000,0.0000,45.8122,15.5350,5.4100,25.8550,20.4450,56.5225,999.9900
2026-06-30 00:00:00+00:00,72,72,1.0000,0.0000,6.6965,3.0350,0.0000,12.0825,12.0825,30.2063,23.8100
2026-06-30 00:00:00+00:00,168,168,1.0000,0.0000,26.5240,14.0800,3.1675,23.1525,19.9850,53.1300,738.3300
2026-06-30 00:00:00+00:00,336,336,1.0000,0.0000,19.8556,12.4300,0.0100,22.9325,22.9225,57.3162,738.3300
2026-06-30 00:00:00+00:00,720,720,1.0000,0.0000,16.8695,11.9950,0.0000,22.2700,22.2700,55.6750,738.3300
2026-07-31 00:00:00+00:00,72,0,0.0000,,,,,,,,
2026-07-31 00:00:00+00:00,168,0,0.0000,,,,,,,,
2026-07-31 00:00:00+00:00,336,17,0.0506,11.8600,119.6012,24.9900,13.9600,37.1400,23.1800,71.9100,965.0000
2026-07-31 00:00:00+00:00,720,401,0.5569,0.0000,24.6474,16.1300,7.2400,24.3800,17.1400,50.0900,965.0000
